銀行代號,分支機構代號,金融機構名稱,分支機構名稱,地址
006,0372,合作金庫商業銀行,潮州分行,"屏東縣潮州鎮新生路９１號之１"
006,0383,合作金庫商業銀行,花蓮分行,"花蓮縣花蓮市中山路１２４號"
006,0394,合作金庫商業銀行,台東分行,"台東縣台東市中華路一段３３６號"
006,0408,合作金庫商業銀行,澎湖分行,"澎湖縣馬公市仁愛路２６號"
006,0419,合作金庫商業銀行,南京東路分行,"台北市中山區南京東路一段９８號"
006,0420,合作金庫商業銀行,北高雄分行,"高雄市前金區中華三路２３２號"
006,0431,合作金庫商業銀行,大同分行,"台北市大同區承德路三段１０號"
006,0453,合作金庫商業銀行,忠孝分行,"台北市大安區忠孝東路四段２８５號"
006,0464,合作金庫商業銀行,景美分行,"台北市文山區羅斯福路六段４５７號"
006,0475,合作金庫商業銀行,士林分行,"台北市士林區中正路４６９號１樓"
006,0486,合作金庫商業銀行,汐止分行,"新北市汐止區忠孝東路２２５號"
006,0497,合作金庫商業銀行,新莊分行,"新北市新莊區中平路３７９號"
006,0501,合作金庫商業銀行,中興分行,"台中市中區公園路５號"
006,0512,合作金庫商業銀行,苓雅分行,"高雄市新興區青年一路３９４號"
006,0545,合作金庫商業銀行,台北分行,"台北市松山區復興北路５５號"
006,0567,合作金庫商業銀行,營業部,"台北市松山區長安東路二段２２５號"
006,0578,合作金庫商業銀行,南豐原分行,"台中市豐原區圓環南路２２２號"
006,0589,合作金庫商業銀行,羅東分行,"宜蘭縣羅東鎮公正路５１號"
006,0590,合作金庫商業銀行,三民分行,"高雄市三民區博愛一路３０號"
006,0604,合作金庫商業銀行,城東分行,"台北市中山區松江路８７號"
006,0615,合作金庫商業銀行,佳里分行,"台南市佳里區和平街８３號"
006,0626,合作金庫商業銀行,中和分行,"新北市中和區泰和街９號"
006,0637,合作金庫商業銀行,南高雄分行,"高雄市苓雅區三多三路９４號"
006,0648,合作金庫商業銀行,南嘉義分行,"嘉義市民族路７４６號"
006,0659,合作金庫商業銀行,竹東分行,"新竹縣竹東鎮長春路二段９２號"
006,0660,合作金庫商業銀行,林口文化分行,"新北市林口區文化二路一段６２－５號"
006,0671,合作金庫商業銀行,東三重分行,"新北市三重區三和路二段３７號"
006,0682,合作金庫商業銀行,南興分行,"台南市中西區民生路二段７２號"
006,0693,合作金庫商業銀行,五權分行,"台中市南屯區公益路二段６１號"
006,0707,合作金庫商業銀行,埔里分行,"南投縣埔里鎮中山路二段２９９號"
006,0718,合作金庫商業銀行,大順分行,"高雄市苓雅區大順三路２０號"
006,0729,合作金庫商業銀行,南勢角分行,"新北市中和區興南路一段２０號"
006,0730,合作金庫商業銀行,朴子分行,"嘉義縣朴子市海通路６２號"
006,0763,合作金庫商業銀行,大安分行,"台北市大安區敦化南路二段８１巷１號"
006,0774,合作金庫商業銀行,民權分行,"台北市中山區民權東路三段５８號"
006,0785,合作金庫商業銀行,東高雄分行,"高雄市新興區民生一路１７６號"
006,0796,合作金庫商業銀行,東台北分行,"台北市大安區忠孝東路四段３２５號"
006,0800,合作金庫商業銀行,城內分行,"台北市中正區衡陽路８７號"
006,0811,合作金庫商業銀行,建國分行,"台北市大安區信義路三段７７號"
006,0822,合作金庫商業銀行,圓山分行,"台北市中山區中山北路二段４２號１樓"
006,0833,合作金庫商業銀行,信義分行,"台北市大安區信義路四段１７２號"
006,0844,合作金庫商業銀行,長春分行,"台北市中山區長春路２０１號"
006,0855,合作金庫商業銀行,仁愛分行,"台北市大安區仁愛路四段３２５號"
006,0866,合作金庫商業銀行,玉成分行,"台北市南港區忠孝東路五段８１５號"
006,0877,合作金庫商業銀行,古亭分行,"台北市大安區和平東路一段６５號"
006,0888,合作金庫商業銀行,長安分行,"台北市中山區長安東路一段９號"
006,0899,合作金庫商業銀行,松興分行,"台北市松山區南京東路五段２０２號之１"
006,0903,合作金庫商業銀行,民族分行,"台北市大同區承德路三段２７７號"
006,0914,合作金庫商業銀行,復興分行,"台北市大安區復興南路一段２３７號"
006,0925,合作金庫商業銀行,雙連分行,"台北市大同區民生西路１１３號"
006,0936,合作金庫商業銀行,民生分行,"台北市中山區民生東路３段７７號"
006,0947,合作金庫商業銀行,新生分行,"台北市大安區新生南路一段９３號"
006,0958,合作金庫商業銀行,松江分行,"台北市中山區松江路１５２號"
006,0969,合作金庫商業銀行,永吉分行,"台北市信義區松山路２７７號"
006,0981,合作金庫商業銀行,東新莊分行,"新北市新莊區思源路３３９號"
006,0992,合作金庫商業銀行,蘆洲分行,"新北市蘆洲區三民路８４號"
006,1003,合作金庫商業銀行,前金分行,"高雄市苓雅區中華四路４５號"
006,1014,合作金庫商業銀行,成大分行,"台南市北區勝利路１３８號"
006,1025,合作金庫商業銀行,大里分行,"台中市大里區中興路一段３８４號"
006,1036,合作金庫商業銀行,海山分行,"新北市板橋區文化路二段４４３號"
006,1070,合作金庫商業銀行,南台中分行,"台中市南區忠明南路７８９號"
006,1081,合作金庫商業銀行,埔墘分行,"新北市板橋區三民路二段３３號"
006,1092,合作金庫商業銀行,慈文分行,"桃園市桃園區中正路７２０號"
006,1106,合作金庫商業銀行,北寧分行,"台北市松山區八德路三段９７號"
006,1117,合作金庫商業銀行,迴龍分行,"桃園市龜山區萬壽路一段１６３號"
006,1128,合作金庫商業銀行,太平分行,"台中市太平區中興路８４號"
006,1139,合作金庫商業銀行,彰營分行,"彰化縣彰化市民族路５３２號"
006,1140,合作金庫商業銀行,彰儲分行,"彰化縣彰化市中正路一段３２１號"
006,1151,合作金庫商業銀行,虎尾分行,"雲林縣虎尾鎮中正路１５號"
006,1162,合作金庫商業銀行,南屯分行,"台中市南屯區五權西路二段１０３號"
006,1173,合作金庫商業銀行,西台中分行,"台中市西屯區漢口路二段１５１號"
006,1184,合作金庫商業銀行,溪湖分行,"彰化縣溪湖鎮西環路５６號"
006,1195,合作金庫商業銀行,烏日分行,"台中市烏日區中山路一段５９８號"
006,1209,合作金庫商業銀行,和美分行,"彰化縣和美鎮鹿和路六段３６１號"
006,1210,合作金庫商業銀行,南桃園分行,"桃園市桃園區中山路７９３號１、２樓"
006,1221,合作金庫商業銀行,屏南分行,"屏東縣屏東市民生路２８７號"
006,1232,合作金庫商業銀行,東台南分行,"台南市東區中華東路二段１９７號"
006,1243,合作金庫商業銀行,北新竹分行,"新竹市北大路１６８號"
006,1254,合作金庫商業銀行,復旦分行,"台北市大安區市民大道四段１００號"
006,1265,合作金庫商業銀行,竹山分行,"南投縣竹山鎮集山路三段８３９號"
006,1276,合作金庫商業銀行,前鎮分行,"高雄市前鎮區漁港路８號１－４樓"
006,1287,合作金庫商業銀行,灣內分行,"高雄市三民區建工路６７５號１、２樓"
006,1298,合作金庫商業銀行,路竹分行,"高雄市路竹區國昌路６８號"
006,1302,合作金庫商業銀行,憲德分行,"高雄市前鎮區公正路１８２號"
006,1313,合作金庫商業銀行,竹北分行,"新竹縣竹北市光明六路２６１號"
006,1324,合作金庫商業銀行,北新分行,"新北市新店區北新路一段２、４、６、８號"
006,1335,合作金庫商業銀行,五洲分行,"台北市中山區民生東路二段１２５號"
006,1346,合作金庫商業銀行,臺大分行,"台北市中正區中山南路７號地下一樓"
006,1368,合作金庫商業銀行,龜山分行,"桃園市龜山區萬壽路二段１０６８號"
006,1379,合作金庫商業銀行,大溪分行,"桃園市大溪區信義路４３號"
006,1380,合作金庫商業銀行,龍潭分行,"桃園市龍潭區中正路２２１號"
006,1391,合作金庫商業銀行,中原分行,"桃園市中壢區中北路二段３９２號"
006,1405,合作金庫商業銀行,三興分行,"台北市信義區基隆路二段７７號"
006,1427,合作金庫商業銀行,石牌分行,"台北市北投區石牌路２段２０１號Ｂ１"
006,1438,合作金庫商業銀行,西屯分行,"台中市西屯區文心路三段６７號"
006,1449,合作金庫商業銀行,雙和分行,"新北市中和區建一路１９６號"
006,1450,合作金庫商業銀行,土城分行,"新北市土城區中央路二段９６號"
006,1461,合作金庫商業銀行,光華分行,"高雄市苓雅區光華一路１４８之８２號"
006,1472,合作金庫商業銀行,北台南分行,"台南市北區西門路三段１５９號"
006,1483,合作金庫商業銀行,興鳳分行,"高雄市鳳山區中山路３２號"
006,1494,合作金庫商業銀行,北屯分行,"台中市北屯區文心路四段６７０號"
006,1508,合作金庫商業銀行,一心路分行,"高雄市前鎮區一心二路１１９號"
006,1519,合作金庫商業銀行,三峽分行,"新北市三峽區文化路６１號"
006,1520,合作金庫商業銀行,北嘉義分行,"嘉義市德安路３號"
006,1531,合作金庫商業銀行,永康分行,"台南市永康區中正南路３２８號"
006,1542,合作金庫商業銀行,平鎮分行,"桃園市平鎮區環南路二段２９０號"
006,1553,合作金庫商業銀行,大發分行,"高雄市大寮區會社里鳳林三路３４５號"
006,1564,合作金庫商業銀行,內湖分行,"台北市內湖區瑞光路５０２號"
006,1575,合作金庫商業銀行,光復分行,"新竹市東光路５７號"
006,1586,合作金庫商業銀行,二重分行,"新北市三重區光復路一段８１號"
006,1601,合作金庫商業銀行,北台中分行,"台中市北區五權路３７５號"
006,1656,合作金庫商業銀行,軍功分行,"台中市北屯區東山路一段３１５號"
006,1715,合作金庫商業銀行,永安分行,"台中市西屯區永福路１５號"
006,1726,合作金庫商業銀行,中權分行,"台中市西區臺灣大道一段７２８號"
006,1759,合作金庫商業銀行,太原分行,"台中市北屯區北屯路２４７號"
006,1760,合作金庫商業銀行,松竹分行,"台中市北屯區崇德十一路９８號１、２、３樓"
006,1852,合作金庫商業銀行,中清分行,"台中市北屯區中清路二段１７號"
006,1885,合作金庫商業銀行,建成分行,"台中市南區建成路１４９９號"
006,1900,合作金庫商業銀行,朝馬分行,"台中市西屯區臺灣大道三段５２６號"
006,1966,合作金庫商業銀行,東台中分行,"台中市南區復興路三段３８０號"
006,1988,合作金庫商業銀行,美村分行,"台中市南區復興路二段１３６號"
006,2000,合作金庫商業銀行,黎明分行,"台中市南屯區黎明路一段１０６４號"
006,2033,合作金庫商業銀行,昌平分行,"台中市北屯區昌平路一段１６３號"
006,2044,合作金庫商業銀行,精武分行,"台中市東區精武東路１７０號"
006,2055,合作金庫商業銀行,文心分行,"台中市南屯區文心路一段３１６號"
006,2077,合作金庫商業銀行,神岡分行,"台中市神岡區中山路７９９之１號"
006,3030,合作金庫商業銀行,大竹分行,"彰化縣彰化市大竹里彰南路二段２３９號"
006,3074,合作金庫商業銀行,林內分行,"雲林縣林內鄉林中村中西路２１號"
006,3100,合作金庫商業銀行,南港分行,"台北市南港區三重路１９之１６號"
006,3111,合作金庫商業銀行,伸港分行,"彰化縣伸港鄉新興路３５號"
006,3122,合作金庫商業銀行,五股分行,"新北市五股區中興路一段２號"
006,3133,合作金庫商業銀行,樹林分行,"新北市樹林區中山路一段１５２號"
006,3155,合作金庫商業銀行,林口分行,"桃園市龜山區文化二路４９號"
006,3166,合作金庫商業銀行,左營分行,"高雄市左營區博愛二路４５０號１－３樓"
006,3177,合作金庫商業銀行,泰山分行,"新北市泰山區明志路三段１４８號"
006,3199,合作金庫商業銀行,大坪林分行,"新北市新店區民權路６７號１樓"
006,3373,合作金庫商業銀行,鶯歌分行,"新北市鶯歌區中山路１７５號１～２樓"
006,3395,合作金庫商業銀行,鹿港分行,"彰化縣鹿港鎮民族路１２０號１樓"
006,3409,合作金庫商業銀行,新樹分行,"新北市新莊區新樹路２２４號"
006,3410,合作金庫商業銀行,六家分行,"新竹縣竹北市光明六路東一段２５９號"
006,3421,合作金庫商業銀行,大雅分行,"台中市大雅區雅環路二段９５號"
006,3443,合作金庫商業銀行,八德分行,"桃園市八德區介壽路一段７６７號"
006,3465,合作金庫商業銀行,鼓山分行,"高雄市鼓山區中華一路３５２號"
006,3476,合作金庫商業銀行,大社分行,"高雄市大社區翠屏路１７７之１號"
006,3498,合作金庫商業銀行,逢甲分行,"台中市西屯區西屯路２段２５２號１樓"
006,3502,合作金庫商業銀行,立德分行,"新北市中和區立德街１０５號１樓"
006,3513,合作金庫商業銀行,林園分行,"高雄市林園區林園北路２００號"
006,3524,合作金庫商業銀行,高雄科技園區分行,"高雄市前鎮區成功二路１１之２號１樓"
006,3535,合作金庫商業銀行,蘆竹分行,"桃園市蘆竹區大竹路３８７號"
006,3546,合作金庫商業銀行,北中和分行,"新北市中和區中山路三段３５號１樓"
006,3557,合作金庫商業銀行,新湖分行,"台北市內湖區新湖二路２５５號１樓"
006,3568,合作金庫商業銀行,丹鳳分行,"新北市新莊區中正路６５７之１０號"
006,3580,合作金庫商業銀行,旗山分行,"高雄市旗山區華中街３號"
006,3591,合作金庫商業銀行,大園分行,"桃園市大園區中正東路４７－１號"
